Column 1 1 2 1,CATEGORY,Column 1 2 2 2 1,Column 1 2 2 3 1,Column 1 2 2 4 1
"""Procore""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Animaker""","[""marketing""]",,,
"""Engaging Networks - Toronto""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Belqlam""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Affinity for Zoom""","[""crm""]",,,
"""Atlas Governance""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Workvivo""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MeLL+ professional""","[""health-care"",""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Docket - Zoom Meeting Transcripts and Recording""","[""transcription-translation""]",,,
"""2meetup""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Calendr for Zoom""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Element451 Admin""","[""crm"",""education""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Wellness That Works by WW""","[""health-care"",""social-activities""]",,,
"""Zoom for Kairos3 Timing""","[""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Medallia LivingLens""","[""recording-transcriptions""]",,,
"""Engly""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Monosnap""","[""productivity""]",,,
"""Clinivid Meeting""","[""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Qatalog""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Cincopa""","[""recording-transcriptions""]",,,
"""Wizlearn LMS""","[""education"",""learning-development""]",,,
"""CRMHere Zoom Integration""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""CommandDot""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""shift-live""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Visla""","[""recording-transcriptions""]","""Content""",,
"""Infusionsoft""","[""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Scoir Office Hours""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Martindale-Avvo True Scheduler""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""CanopyLAB""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Jamf Teacher""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""OrthoFX Video Visit""","[""health-care"",""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Innovation Valley""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""SlidesUp Event Planning""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Hiintern""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""finexis Integration""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Pigeon""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""CLASSUM""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Koya""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Cognitive View""","[""content-and-compliance""]",,,
"""Adobe Xd moments""","[""recording-transcriptions""]",,,
"""Appspace""","[""recording-transcriptions""]",,,
"""FEjobs""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""DMI-Talk""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GoSchedule""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Morphx""","[""customer-service""]","""Registration & Scheduling""","""Participants""","""Content"""
"""RKAnywhere""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Blibiba Office""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Abiliti""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Mobiles Festnetz""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""TagAlong""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Incoming Webhook""","[""productivity""]",,,
"""ezyVet Telemedicine""","[""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""BetterCloud""","[""content-and-compliance""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Theta Lake for Zoom""","[""content-and-compliance""]",,,
"""PracticeNow!""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MoveGB""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Netskope""","[""content-and-compliance""]",,,
"""Dropbox Spaces""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""qube""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Quuly""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""e-Stela""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Front""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Integrately""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Prezi Video""","[""education"",""team-collaborations""]","""Content""",,
"""Sentry Notifications""","[""analytics""]",,,
"""SharpSpring""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Jira Server Notifications""","[""productivity""]",,,
"""Digital Nepal""","[""customer-service"",""education""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Licencia Conducir Honduras""","[""customer-service""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Prelude - Formerly Interview Schedule - User App""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""e-Skool""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""VerticalChange""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Productiv for Zoom Phone""","[""analytics""]",,,
"""Bookeo""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bonjour, View and Update Salesforce""","[""sales-automation""]",,,
"""Box app for Zoom""","[""team-collaborations""]",,,
"""MeePet""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Smartsheet Notifications""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Harmonizely""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Legacy Prezi Video Connector""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Delenta""","[""health-care"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""AceUp""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Workona - Project collaboration""","[""team-collaborations""]","""Participants""",,
"""Vimeo Notifications""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Jeenie Interpreting""","[""team-collaborations"",""team-collaborations""]",,,
"""LawConnect for Zoom""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Decision Time""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""TM3""","[""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Book2day""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Calendesk - Online Booking System""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Coconut Software""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Schoox Personal Integration Zoom Webinar""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Doctocliq""","[""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Connector for SAP SuccessFactors""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""adam.ai""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Novocall for Admin""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Zelt""","[""human-resources""]",,,
"""Getware""","[""transcription-translation""]",,,
"""Collabee Messenger""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Sunslower Yoga live session""","[""health-care"",""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Dialpad""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""PTC Wizard""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Jump It Now""","[""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Capture Session Edition""","[""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ChipBrain""","[""crm""]",,,
"""DS Medica""","[""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bloom""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""zoconut""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Dayslice""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
